"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"Manipulation Level 40-60"
"09/25/2025 01:18:01:869 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"4","250","0.05","0","40","0","100","3","0.5","60","384","384","11"
"5","250","0.05","0","40","0","100","3","0.5","60","491","491","15"
"3","250","0.05","0","40","0","100","3","0.5","60","422","422","20"
"15","250","0.05","0","40","0","100","3","0.5","60","482","482","5"
"16","250","0.05","0","40","0","100","3","0.5","60","493","493","16"
"11","250","0.05","0","40","0","100","3","0.5","60","521","521","10"
"12","250","0.05","0","40","0","100","3","0.5","60","551","551","13"
"10","250","0.05","0","40","0","100","3","0.5","60","854","854","12"
"14","250","0.05","0","40","0","100","3","0.5","60","886","886","8"
"19","250","0.05","0","40","0","100","3","0.5","60","430","430","10"
"8","250","0.05","0","40","0","100","3","0.5","60","793","793","11"
"1","250","0.05","0","40","0","100","3","0.5","60","785","785","9"
"9","250","0.05","0","40","0","100","3","0.5","60","1032","1032","7"
"21","250","0.05","0","40","0","100","3","0.5","60","611","611","4"
"6","250","0.05","0","40","0","100","3","0.5","60","1105","1105","6"
"22","250","0.05","0","40","0","100","3","0.5","60","788","788","6"
"2","250","0.05","0","40","0","100","3","0.5","60","1001","1001","2"
"13","250","0.05","0","40","0","100","3","0.5","60","1335","1335","4"
"17","250","0.05","0","40","0","100","3","0.5","60","845","845","5"
"32","250","0.05","0","40","0","100","3","0.5","60","253","253","17"
"27","250","0.05","0","40","0","100","3","0.5","60","400","400","12"
"23","250","0.05","0","40","0","100","3","0.5","60","858","858","1"
"29","250","0.05","0","40","0","100","3","0.5","60","745","745","14"
"7","250","0.05","0","40","0","100","3","0.5","60","1939","1939","0"
"31","250","0.05","0","40","0","100","3","0.5","60","900","900","7"
"30","250","0.05","0","40","0","100","3","0.5","60","871","871","10"
"33","250","0.05","0","40","0","100","3","0.5","60","514","514","6"
"38","250","0.05","0","40","0","100","3","0.5","60","405","405","11"
"39","250","0.05","0","40","0","100","3","0.5","60","491","491","12"
"20","250","0.05","0","40","0","100","3","0.5","60","1548","1548","2"
"25","250","0.05","0","40","0","100","3","0.5","60","1144","1144","3"
"35","250","0.05","0","40","0","100","3","0.5","60","937","937","9"
"36","250","0.05","0","40","0","100","3","0.5","60","1036","1036","5"
"41","250","0.05","0","40","0","100","3","0.5","60","630","630","14"
"43","250","0.05","0","40","0","100","3","0.5","60","575","575","7"
"24","250","0.05","0","40","0","100","3","0.5","60","1524","1524","2"
"42","250","0.05","0","40","0","100","3","0.5","60","700","700","7"
"44","250","0.05","0","40","0","100","3","0.5","60","599","599","11"
"28","250","0.05","0","40","0","100","3","0.5","60","1698","1698","1"
"51","250","0.05","0","40","0","100","3","0.5","60","453","453","5"
"50","250","0.05","0","40","0","100","3","0.5","60","461","461","10"
"54","250","0.05","0","40","0","100","3","0.5","60","562","562","13"
"40","250","0.05","0","40","0","100","3","0.5","60","1373","1373","5"
"46","250","0.05","0","40","0","100","3","0.5","60","1215","1215","1"
"53","250","0.05","0","40","0","100","3","0.5","60","995","995","9"
"34","250","0.05","0","40","0","100","3","0.5","60","2000","2000","1"
"56","250","0.05","0","40","0","100","3","0.5","60","621","621","12"
"48","250","0.05","0","40","0","100","3","0.5","60","1207","1207","1"
"57","250","0.05","0","40","0","100","3","0.5","60","677","677","15"
"26","250","0.05","0","40","0","100","3","0.5","60","2338","2338","1"
"58","250","0.05","0","40","0","100","3","0.5","60","716","716","7"
"45","250","0.05","0","40","0","100","3","0.5","60","1617","1617","6"
"52","250","0.05","0","40","0","100","3","0.5","60","1295","1295","3"
"62","250","0.05","0","40","0","100","3","0.5","60","513","513","25"
"64","250","0.05","0","40","0","100","3","0.5","60","483","483","14"
"61","250","0.05","0","40","0","100","3","0.5","60","656","656","4"
"67","250","0.05","0","40","0","100","3","0.5","60","454","454","18"
"55","250","0.05","0","40","0","100","3","0.5","60","1167","1167","4"
"63","250","0.05","0","40","0","100","3","0.5","60","645","645","12"
"68","250","0.05","0","40","0","100","3","0.5","60","707","707","4"
"49","250","0.05","0","40","0","100","3","0.5","60","2136","2136","1"
"70","250","0.05","0","40","0","100","3","0.5","60","522","522","10"
"65","250","0.05","0","40","0","100","3","0.5","60","1192","1192","5"
"74","250","0.05","0","40","0","100","3","0.5","60","510","510","13"
"66","250","0.05","0","40","0","100","3","0.5","60","1152","1152","7"
"37","250","0.05","0","40","0","100","3","0.5","60","3184","3184","2"
"73","250","0.05","0","40","0","100","3","0.5","60","843","843","8"
"69","250","0.05","0","40","0","100","3","0.5","60","1218","1218","5"
"72","250","0.05","0","40","0","100","3","0.5","60","1038","1038","9"
"76","250","0.05","0","40","0","100","3","0.5","60","753","753","5"
"79","250","0.05","0","40","0","100","3","0.5","60","534","534","6"
"71","250","0.05","0","40","0","100","3","0.5","60","1056","1056","4"
"80","250","0.05","0","40","0","100","3","0.5","60","729","729","6"
"83","250","0.05","0","40","0","100","3","0.5","60","733","733","10"
"75","250","0.05","0","40","0","100","3","0.5","60","1487","1487","7"
"82","250","0.05","0","40","0","100","3","0.5","60","999","999","4"
"60","250","0.05","0","40","0","100","3","0.5","60","2228","2228","0"
"77","250","0.05","0","40","0","100","3","0.5","60","1370","1370","4"
"87","250","0.05","0","40","0","100","3","0.5","60","922","922","12"
"47","250","0.05","0","40","0","100","3","0.5","60","3690","3690","1"
"84","250","0.05","0","40","0","100","3","0.5","60","878","878","9"
"90","250","0.05","0","40","0","100","3","0.5","60","739","739","4"
"89","250","0.05","0","40","0","100","3","0.5","60","696","696","17"
"85","250","0.05","0","40","0","100","3","0.5","60","1023","1023","4"
"88","250","0.05","0","40","0","100","3","0.5","60","1079","1079","7"
"94","250","0.05","0","40","0","100","3","0.5","60","528","528","9"
"81","250","0.05","0","40","0","100","3","0.5","60","1585","1585","5"
"98","250","0.05","0","40","0","100","3","0.5","60","437","437","6"
