"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template (2)"
"09/25/2025 02:07:38:000 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"5","250","0.05","0","0","0.25","100","3","0.5","100","364","364","15"
"6","250","0.05","0","0","0.25","100","3","0.5","100","518","518","9"
"4","250","0.05","0","0","0.25","100","3","0.5","100","603","603","2"
"10","250","0.05","0","0","0.25","100","3","0.5","100","633","633","9"
"3","250","0.05","0","0","0.25","100","3","0.5","100","744","744","13"
"16","250","0.05","0","0","0.25","100","3","0.5","100","377","377","10"
"13","250","0.05","0","0","0.25","100","3","0.5","100","630","630","9"
"17","250","0.05","0","0","0.25","100","3","0.5","100","634","634","5"
"14","250","0.05","0","0","0.25","100","3","0.5","100","876","876","5"
"19","250","0.05","0","0","0.25","100","3","0.5","100","519","519","11"
"15","250","0.05","0","0","0.25","100","3","0.5","100","904","904","3"
"18","250","0.05","0","0","0.25","100","3","0.5","100","715","715","3"
"9","250","0.05","0","0","0.25","100","3","0.5","100","334","334","16"
"7","250","0.05","0","0","0.25","100","3","0.5","100","414","414","20"
"22","250","0.05","0","0","0.25","100","3","0.5","100","442","442","7"
"20","250","0.05","0","0","0.25","100","3","0.5","100","587","587","11"
"23","250","0.05","0","0","0.25","100","3","0.5","100","390","390","13"
"11","250","0.05","0","0","0.25","100","3","0.5","100","495","495","7"
"21","250","0.05","0","0","0.25","100","3","0.5","100","748","748","11"
"28","250","0.05","0","0","0.25","100","3","0.5","100","331","331","17"
"8","250","0.05","0","0","0.25","100","3","0.5","100","715","715","6"
"2","250","0.05","0","0","0.25","100","3","0.5","100","642","642","9"
"29","250","0.05","0","0","0.25","100","3","0.5","100","533","533","10"
"24","250","0.05","0","0","0.25","100","3","0.5","100","756","756","8"
"33","250","0.05","0","0","0.25","100","3","0.5","100","230","230","30"
"26","250","0.05","0","0","0.25","100","3","0.5","100","541","541","16"
"12","250","0.05","0","0","0.25","100","3","0.5","100","788","788","4"
"32","250","0.05","0","0","0.25","100","3","0.5","100","589","589","3"
"34","250","0.05","0","0","0.25","100","3","0.5","100","363","363","16"
"25","250","0.05","0","0","0.25","100","3","0.5","100","654","654","8"
"27","250","0.05","0","0","0.25","100","3","0.5","100","1615","1615","4"
"36","250","0.05","0","0","0.25","100","3","0.5","100","883","883","11"
"38","250","0.05","0","0","0.25","100","3","0.5","100","473","473","14"
"44","250","0.05","0","0","0.25","100","3","0.5","100","310","310","17"
"35","250","0.05","0","0","0.25","100","3","0.5","100","1469","1469","6"
"39","250","0.05","0","0","0.25","100","3","0.5","100","441","441","10"
"31","250","0.05","0","0","0.25","100","3","0.5","100","1545","1545","2"
"40","250","0.05","0","0","0.25","100","3","0.5","100","847","847","8"
"30","250","0.05","0","0","0.25","100","3","0.5","100","1202","1202","6"
"37","250","0.05","0","0","0.25","100","3","0.5","100","695","695","7"
"43","250","0.05","0","0","0.25","100","3","0.5","100","966","966","5"
"42","250","0.05","0","0","0.25","100","3","0.5","100","598","598","6"
"49","250","0.05","0","0","0.25","100","3","0.5","100","698","698","8"
"45","250","0.05","0","0","0.25","100","3","0.5","100","712","712","6"
"47","250","0.05","0","0","0.25","100","3","0.5","100","881","881","6"
"51","250","0.05","0","0","0.25","100","3","0.5","100","470","470","8"
"48","250","0.05","0","0","0.25","100","3","0.5","100","630","630","14"
"41","250","0.05","0","0","0.25","100","3","0.5","100","1244","1244","3"
"53","250","0.05","0","0","0.25","100","3","0.5","100","763","763","2"
"50","250","0.05","0","0","0.25","100","3","0.5","100","1296","1296","5"
"52","250","0.05","0","0","0.25","100","3","0.5","100","761","761","6"
"55","250","0.05","0","0","0.25","100","3","0.5","100","788","788","9"
"58","250","0.05","0","0","0.25","100","3","0.5","100","400","400","11"
"57","250","0.05","0","0","0.25","100","3","0.5","100","673","673","13"
"61","250","0.05","0","0","0.25","100","3","0.5","100","445","445","11"
"46","250","0.05","0","0","0.25","100","3","0.5","100","1553","1553","1"
"54","250","0.05","0","0","0.25","100","3","0.5","100","674","674","10"
"60","250","0.05","0","0","0.25","100","3","0.5","100","623","623","11"
"65","250","0.05","0","0","0.25","100","3","0.5","100","349","349","10"
"1","250","0.05","0","0","0.25","100","3","0.5","100","2185","2185","1"
"64","250","0.05","0","0","0.25","100","3","0.5","100","633","633","9"
"59","250","0.05","0","0","0.25","100","3","0.5","100","642","642","7"
"56","250","0.05","0","0","0.25","100","3","0.5","100","1214","1214","4"
"68","250","0.05","0","0","0.25","100","3","0.5","100","582","582","11"
"67","250","0.05","0","0","0.25","100","3","0.5","100","838","838","9"
"73","250","0.05","0","0","0.25","100","3","0.5","100","293","293","22"
"66","250","0.05","0","0","0.25","100","3","0.5","100","1002","1002","1"
"62","250","0.05","0","0","0.25","100","3","0.5","100","1287","1287","8"
"76","250","0.05","0","0","0.25","100","3","0.5","100","440","440","10"
"63","250","0.05","0","0","0.25","100","3","0.5","100","905","905","8"
"75","250","0.05","0","0","0.25","100","3","0.5","100","427","427","4"
"78","250","0.05","0","0","0.25","100","3","0.5","100","403","403","9"
"77","250","0.05","0","0","0.25","100","3","0.5","100","480","480","11"
"69","250","0.05","0","0","0.25","100","3","0.5","100","719","719","13"
"72","250","0.05","0","0","0.25","100","3","0.5","100","544","544","11"
"80","250","0.05","0","0","0.25","100","3","0.5","100","716","716","8"
"79","250","0.05","0","0","0.25","100","3","0.5","100","1027","1027","5"
"74","250","0.05","0","0","0.25","100","3","0.5","100","562","562","8"
"70","250","0.05","0","0","0.25","100","3","0.5","100","1449","1449","14"
"84","250","0.05","0","0","0.25","100","3","0.5","100","682","682","8"
"85","250","0.05","0","0","0.25","100","3","0.5","100","642","642","10"
"71","250","0.05","0","0","0.25","100","3","0.5","100","1130","1130","5"
"87","250","0.05","0","0","0.25","100","3","0.5","100","435","435","9"
