"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template (3)"
"09/25/2025 02:08:40:198 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"6","250","0.05","0","0","0","100","3","0.5","100","282","282","23"
"10","250","0.05","0","0","0","100","3","0.5","100","544","544","17"
"5","250","0.05","0","0","0","100","3","0.5","100","235","235","27"
"9","250","0.05","0","0","0","100","3","0.5","100","842","842","1"
"11","250","0.05","0","0","0","100","3","0.5","100","380","380","8"
"4","250","0.05","0","0","0","100","3","0.5","100","533","533","13"
"2","250","0.05","0","0","0","100","3","0.5","100","1492","1492","7"
"12","250","0.05","0","0","0","100","3","0.5","100","618","618","7"
"13","250","0.05","0","0","0","100","3","0.5","100","1069","1069","4"
"7","250","0.05","0","0","0","100","3","0.5","100","661","661","3"
"14","250","0.05","0","0","0","100","3","0.5","100","1113","1113","0"
"8","250","0.05","0","0","0","100","3","0.5","100","1327","1327","7"
"19","250","0.05","0","0","0","100","3","0.5","100","485","485","12"
"1","250","0.05","0","0","0","100","3","0.5","100","635","635","5"
"17","250","0.05","0","0","0","100","3","0.5","100","721","721","10"
"18","250","0.05","0","0","0","100","3","0.5","100","499","499","7"
"3","250","0.05","0","0","0","100","3","0.5","100","893","893","6"
"22","250","0.05","0","0","0","100","3","0.5","100","392","392","8"
"23","250","0.05","0","0","0","100","3","0.5","100","669","669","3"
"21","250","0.05","0","0","0","100","3","0.5","100","874","874","4"
"20","250","0.05","0","0","0","100","3","0.5","100","547","547","14"
"27","250","0.05","0","0","0","100","3","0.5","100","403","403","16"
"25","250","0.05","0","0","0","100","3","0.5","100","1035","1035","0"
"29","250","0.05","0","0","0","100","3","0.5","100","504","504","7"
"16","250","0.05","0","0","0","100","3","0.5","100","2035","2035","2"
"31","250","0.05","0","0","0","100","3","0.5","100","859","859","9"
"35","250","0.05","0","0","0","100","3","0.5","100","509","509","10"
"32","250","0.05","0","0","0","100","3","0.5","100","843","843","4"
"37","250","0.05","0","0","0","100","3","0.5","100","369","369","15"
"28","250","0.05","0","0","0","100","3","0.5","100","861","861","2"
"26","250","0.05","0","0","0","100","3","0.5","100","922","922","4"
"30","250","0.05","0","0","0","100","3","0.5","100","780","780","5"
"38","250","0.05","0","0","0","100","3","0.5","100","424","424","14"
"36","250","0.05","0","0","0","100","3","0.5","100","436","436","10"
"34","250","0.05","0","0","0","100","3","0.5","100","644","644","9"
"41","250","0.05","0","0","0","100","3","0.5","100","286","286","18"
"46","250","0.05","0","0","0","100","3","0.5","100","256","256","21"
"39","250","0.05","0","0","0","100","3","0.5","100","812","812","3"
"40","250","0.05","0","0","0","100","3","0.5","100","923","923","9"
"47","250","0.05","0","0","0","100","3","0.5","100","449","449","6"
"45","250","0.05","0","0","0","100","3","0.5","100","1006","1006","13"
"42","250","0.05","0","0","0","100","3","0.5","100","671","671","4"
"24","250","0.05","0","0","0","100","3","0.5","100","2556","2556","5"
"33","250","0.05","0","0","0","100","3","0.5","100","1558","1558","7"
"15","250","0.05","0","0","0","100","3","0.5","100","1796","1796","3"
"51","250","0.05","0","0","0","100","3","0.5","100","385","385","14"
"53","250","0.05","0","0","0","100","3","0.5","100","343","343","12"
"44","250","0.05","0","0","0","100","3","0.5","100","804","804","6"
"43","250","0.05","0","0","0","100","3","0.5","100","655","655","7"
"50","250","0.05","0","0","0","100","3","0.5","100","896","896","8"
"48","250","0.05","0","0","0","100","3","0.5","100","1254","1254","6"
"59","250","0.05","0","0","0","100","3","0.5","100","285","285","21"
"52","250","0.05","0","0","0","100","3","0.5","100","549","549","5"
"58","250","0.05","0","0","0","100","3","0.5","100","455","455","6"
"54","250","0.05","0","0","0","100","3","0.5","100","452","452","12"
"49","250","0.05","0","0","0","100","3","0.5","100","889","889","5"
"55","250","0.05","0","0","0","100","3","0.5","100","592","592","12"
"61","250","0.05","0","0","0","100","3","0.5","100","356","356","15"
"65","250","0.05","0","0","0","100","3","0.5","100","385","385","7"
"66","250","0.05","0","0","0","100","3","0.5","100","634","634","2"
"63","250","0.05","0","0","0","100","3","0.5","100","879","879","8"
"64","250","0.05","0","0","0","100","3","0.5","100","977","977","9"
"71","250","0.05","0","0","0","100","3","0.5","100","419","419","19"
"62","250","0.05","0","0","0","100","3","0.5","100","1556","1556","6"
"60","250","0.05","0","0","0","100","3","0.5","100","1232","1232","3"
"73","250","0.05","0","0","0","100","3","0.5","100","552","552","12"
"56","250","0.05","0","0","0","100","3","0.5","100","1452","1452","4"
"67","250","0.05","0","0","0","100","3","0.5","100","1013","1013","9"
"76","250","0.05","0","0","0","100","3","0.5","100","689","689","4"
"69","250","0.05","0","0","0","100","3","0.5","100","1029","1029","2"
"74","250","0.05","0","0","0","100","3","0.5","100","1153","1153","7"
"77","250","0.05","0","0","0","100","3","0.5","100","660","660","13"
"78","250","0.05","0","0","0","100","3","0.5","100","961","961","9"
"81","250","0.05","0","0","0","100","3","0.5","100","489","489","7"
"68","250","0.05","0","0","0","100","3","0.5","100","1315","1315","2"
"75","250","0.05","0","0","0","100","3","0.5","100","1002","1002","5"
"85","250","0.05","0","0","0","100","3","0.5","100","522","522","14"
"80","250","0.05","0","0","0","100","3","0.5","100","691","691","6"
"79","250","0.05","0","0","0","100","3","0.5","100","724","724","5"
"84","250","0.05","0","0","0","100","3","0.5","100","372","372","13"
"72","250","0.05","0","0","0","100","3","0.5","100","1845","1845","5"
"89","250","0.05","0","0","0","100","3","0.5","100","279","279","20"
"87","250","0.05","0","0","0","100","3","0.5","100","468","468","10"
"57","250","0.05","0","0","0","100","3","0.5","100","1203","1203","0"
"86","250","0.05","0","0","0","100","3","0.5","100","627","627","1"
"90","250","0.05","0","0","0","100","3","0.5","100","320","320","9"
"91","250","0.05","0","0","0","100","3","0.5","100","432","432","8"
"95","250","0.05","0","0","0","100","3","0.5","100","390","390","11"
"97","250","0.05","0","0","0","100","3","0.5","100","392","392","9"
"70","250","0.05","0","0","0","100","3","0.5","100","1594","1594","4"
"83","250","0.05","0","0","0","100","3","0.5","100","1813","1813","2"
"88","250","0.05","0","0","0","100","3","0.5","100","1065","1065","10"
"93","250","0.05","0","0","0","100","3","0.5","100","1112","1112","4"
"92","250","0.05","0","0","0","100","3","0.5","100","1142","1142","2"
"99","250","0.05","0","0","0","100","3","0.5","100","908","908","5"
"100","250","0.05","0","0","0","100","3","0.5","100","917","917","6"
"82","250","0.05","0","0","0","100","3","0.5","100","1946","1946","3"
"98","250","0.05","0","0","0","100","3","0.5","100","1577","1577","0"
"96","250","0.05","0","0","0","100","3","0.5","100","1816","1816","4"
"94","250","0.05","0","0","0","100","3","0.5","100","4691","4691","5"
