"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template"
"09/25/2025 01:54:06:544 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"13","250","0.05","0","0","0","100","6","0.5","100","208","208","16"
"5","250","0.05","0","0","0","100","6","0.5","100","276","276","13"
"10","250","0.05","0","0","0","100","6","0.5","100","478","478","17"
"1","250","0.05","0","0","0","100","6","0.5","100","327","327","9"
"14","250","0.05","0","0","0","100","6","0.5","100","772","772","10"
"4","250","0.05","0","0","0","100","6","0.5","100","713","713","4"
"2","250","0.05","0","0","0","100","6","0.5","100","826","826","2"
"6","250","0.05","0","0","0","100","6","0.5","100","797","797","3"
"15","250","0.05","0","0","0","100","6","0.5","100","718","718","5"
"18","250","0.05","0","0","0","100","6","0.5","100","738","738","7"
"16","250","0.05","0","0","0","100","6","0.5","100","924","924","6"
"11","250","0.05","0","0","0","100","6","0.5","100","1397","1397","0"
"7","250","0.05","0","0","0","100","6","0.5","100","1030","1030","2"
"3","250","0.05","0","0","0","100","6","0.5","100","1271","1271","5"
"20","250","0.05","0","0","0","100","6","0.5","100","531","531","4"
"21","250","0.05","0","0","0","100","6","0.5","100","709","709","5"
"22","250","0.05","0","0","0","100","6","0.5","100","690","690","11"
"25","250","0.05","0","0","0","100","6","0.5","100","775","775","3"
"17","250","0.05","0","0","0","100","6","0.5","100","1531","1531","3"
"9","250","0.05","0","0","0","100","6","0.5","100","1895","1895","2"
"24","250","0.05","0","0","0","100","6","0.5","100","733","733","7"
"23","250","0.05","0","0","0","100","6","0.5","100","916","916","2"
"28","250","0.05","0","0","0","100","6","0.5","100","659","659","5"
"30","250","0.05","0","0","0","100","6","0.5","100","686","686","6"
"8","250","0.05","0","0","0","100","6","0.5","100","1601","1601","1"
"37","250","0.05","0","0","0","100","6","0.5","100","314","314","9"
"27","250","0.05","0","0","0","100","6","0.5","100","1050","1050","5"
"38","250","0.05","0","0","0","100","6","0.5","100","315","315","18"
"34","250","0.05","0","0","0","100","6","0.5","100","514","514","2"
"12","250","0.05","0","0","0","100","6","0.5","100","2444","2444","1"
"31","250","0.05","0","0","0","100","6","0.5","100","752","752","5"
"29","250","0.05","0","0","0","100","6","0.5","100","931","931","4"
"32","250","0.05","0","0","0","100","6","0.5","100","858","858","5"
"33","250","0.05","0","0","0","100","6","0.5","100","782","782","6"
"36","250","0.05","0","0","0","100","6","0.5","100","510","510","3"
"26","250","0.05","0","0","0","100","6","0.5","100","1546","1546","1"
"47","250","0.05","0","0","0","100","6","0.5","100","319","319","12"
"43","250","0.05","0","0","0","100","6","0.5","100","388","388","10"
"41","250","0.05","0","0","0","100","6","0.5","100","591","591","14"
"39","250","0.05","0","0","0","100","6","0.5","100","731","731","2"
"35","250","0.05","0","0","0","100","6","0.5","100","852","852","8"
"46","250","0.05","0","0","0","100","6","0.5","100","596","596","8"
"55","250","0.05","0","0","0","100","6","0.5","100","342","342","9"
"49","250","0.05","0","0","0","100","6","0.5","100","771","771","5"
"51","250","0.05","0","0","0","100","6","0.5","100","509","509","0"
"42","250","0.05","0","0","0","100","6","0.5","100","908","908","2"
"56","250","0.05","0","0","0","100","6","0.5","100","585","585","10"
"59","250","0.05","0","0","0","100","6","0.5","100","299","299","9"
"50","250","0.05","0","0","0","100","6","0.5","100","1010","1010","1"
"48","250","0.05","0","0","0","100","6","0.5","100","1295","1295","1"
"45","250","0.05","0","0","0","100","6","0.5","100","1027","1027","2"
"19","250","0.05","0","0","0","100","6","0.5","100","2495","2495","5"
"58","250","0.05","0","0","0","100","6","0.5","100","494","494","14"
"44","250","0.05","0","0","0","100","6","0.5","100","1432","1432","3"
"40","250","0.05","0","0","0","100","6","0.5","100","1525","1525","7"
"62","250","0.05","0","0","0","100","6","0.5","100","489","489","5"
"52","250","0.05","0","0","0","100","6","0.5","100","1319","1319","2"
"57","250","0.05","0","0","0","100","6","0.5","100","1030","1030","4"
"54","250","0.05","0","0","0","100","6","0.5","100","1137","1137","2"
"61","250","0.05","0","0","0","100","6","0.5","100","683","683","2"
"53","250","0.05","0","0","0","100","6","0.5","100","1278","1278","2"
"68","250","0.05","0","0","0","100","6","0.5","100","505","505","5"
"69","250","0.05","0","0","0","100","6","0.5","100","518","518","6"
"66","250","0.05","0","0","0","100","6","0.5","100","770","770","9"
"70","250","0.05","0","0","0","100","6","0.5","100","600","600","3"
"71","250","0.05","0","0","0","100","6","0.5","100","513","513","8"
"72","250","0.05","0","0","0","100","6","0.5","100","500","500","5"
"63","250","0.05","0","0","0","100","6","0.5","100","992","992","2"
"64","250","0.05","0","0","0","100","6","0.5","100","1128","1128","10"
"78","250","0.05","0","0","0","100","6","0.5","100","688","688","3"
"73","250","0.05","0","0","0","100","6","0.5","100","767","767","5"
"77","250","0.05","0","0","0","100","6","0.5","100","656","656","1"
"80","250","0.05","0","0","0","100","6","0.5","100","493","493","5"
"74","250","0.05","0","0","0","100","6","0.5","100","943","943","2"
"60","250","0.05","0","0","0","100","6","0.5","100","1499","1499","0"
"79","250","0.05","0","0","0","100","6","0.5","100","654","654","6"
"65","250","0.05","0","0","0","100","6","0.5","100","1383","1383","0"
"82","250","0.05","0","0","0","100","6","0.5","100","725","725","8"
"76","250","0.05","0","0","0","100","6","0.5","100","895","895","6"
"81","250","0.05","0","0","0","100","6","0.5","100","866","866","7"
"84","250","0.05","0","0","0","100","6","0.5","100","743","743","5"
"87","250","0.05","0","0","0","100","6","0.5","100","669","669","4"
"83","250","0.05","0","0","0","100","6","0.5","100","851","851","3"
"94","250","0.05","0","0","0","100","6","0.5","100","488","488","6"
"85","250","0.05","0","0","0","100","6","0.5","100","742","742","6"
"75","250","0.05","0","0","0","100","6","0.5","100","1614","1614","3"
"92","250","0.05","0","0","0","100","6","0.5","100","679","679","3"
"89","250","0.05","0","0","0","100","6","0.5","100","1135","1135","1"
"98","250","0.05","0","0","0","100","6","0.5","100","403","403","4"
"90","250","0.05","0","0","0","100","6","0.5","100","985","985","3"
"99","250","0.05","0","0","0","100","6","0.5","100","652","652","8"
"91","250","0.05","0","0","0","100","6","0.5","100","1451","1451","1"
"67","250","0.05","0","0","0","100","6","0.5","100","2383","2383","3"
"93","250","0.05","0","0","0","100","6","0.5","100","1237","1237","3"
"88","250","0.05","0","0","0","100","6","0.5","100","1516","1516","6"
"95","250","0.05","0","0","0","100","6","0.5","100","1332","1332","2"
"100","250","0.05","0","0","0","100","6","0.5","100","1300","1300","4"
"96","250","0.05","0","0","0","100","6","0.5","100","2005","2005","6"
"97","250","0.05","0","0","0","100","6","0.5","100","2289","2289","1"
"86","250","0.05","0","0","0","100","6","0.5","100","2786","2786","4"
