"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template_200_orang"
"09/25/2025 01:06:36:208 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"11","200","0.05","0","0","0","100","3","0.5","100","195","195","16"
"12","200","0.05","0","0","0","100","3","0.5","100","362","362","12"
"8","200","0.05","0","0","0","100","3","0.5","100","328","328","11"
"9","200","0.05","0","0","0","100","3","0.5","100","412","412","4"
"19","200","0.05","0","0","0","100","3","0.5","100","146","146","35"
"18","200","0.05","0","0","0","100","3","0.5","100","361","361","7"
"4","200","0.05","0","0","0","100","3","0.5","100","785","785","4"
"3","200","0.05","0","0","0","100","3","0.5","100","883","883","0"
"1","200","0.05","0","0","0","100","3","0.5","100","1057","1057","4"
"22","200","0.05","0","0","0","100","3","0.5","100","297","297","8"
"20","200","0.05","0","0","0","100","3","0.5","100","655","655","12"
"26","200","0.05","0","0","0","100","3","0.5","100","221","221","23"
"13","200","0.05","0","0","0","100","3","0.5","100","1212","1212","3"
"14","200","0.05","0","0","0","100","3","0.5","100","1215","1215","2"
"27","200","0.05","0","0","0","100","3","0.5","100","248","248","16"
"28","200","0.05","0","0","0","100","3","0.5","100","277","277","11"
"25","200","0.05","0","0","0","100","3","0.5","100","589","589","9"
"23","200","0.05","0","0","0","100","3","0.5","100","627","627","3"
"24","200","0.05","0","0","0","100","3","0.5","100","698","698","5"
"29","200","0.05","0","0","0","100","3","0.5","100","332","332","12"
"32","200","0.05","0","0","0","100","3","0.5","100","346","346","12"
"6","200","0.05","0","0","0","100","3","0.5","100","237","237","15"
"31","200","0.05","0","0","0","100","3","0.5","100","486","486","9"
"10","200","0.05","0","0","0","100","3","0.5","100","1558","1558","3"
"21","200","0.05","0","0","0","100","3","0.5","100","1611","1611","3"
"30","200","0.05","0","0","0","100","3","0.5","100","693","693","6"
"35","200","0.05","0","0","0","100","3","0.5","100","411","411","10"
"33","200","0.05","0","0","0","100","3","0.5","100","647","647","6"
"36","200","0.05","0","0","0","100","3","0.5","100","521","521","7"
"40","200","0.05","0","0","0","100","3","0.5","100","432","432","5"
"34","200","0.05","0","0","0","100","3","0.5","100","851","851","2"
"42","200","0.05","0","0","0","100","3","0.5","100","405","405","6"
"37","200","0.05","0","0","0","100","3","0.5","100","732","732","5"
"17","200","0.05","0","0","0","100","3","0.5","100","2447","2447","0"
"43","200","0.05","0","0","0","100","3","0.5","100","692","692","2"
"2","200","0.05","0","0","0","100","3","0.5","100","694","694","4"
"44","200","0.05","0","0","0","100","3","0.5","100","643","643","10"
"50","200","0.05","0","0","0","100","3","0.5","100","313","313","9"
"49","200","0.05","0","0","0","100","3","0.5","100","454","454","7"
"41","200","0.05","0","0","0","100","3","0.5","100","1199","1199","5"
"46","200","0.05","0","0","0","100","3","0.5","100","896","896","5"
"54","200","0.05","0","0","0","100","3","0.5","100","435","435","14"
"47","200","0.05","0","0","0","100","3","0.5","100","900","900","3"
"51","200","0.05","0","0","0","100","3","0.5","100","810","810","6"
"53","200","0.05","0","0","0","100","3","0.5","100","729","729","7"
"15","200","0.05","0","0","0","100","3","0.5","100","574","574","4"
"48","200","0.05","0","0","0","100","3","0.5","100","1124","1124","2"
"59","200","0.05","0","0","0","100","3","0.5","100","322","322","11"
"62","200","0.05","0","0","0","100","3","0.5","100","247","247","13"
"61","200","0.05","0","0","0","100","3","0.5","100","380","380","16"
"56","200","0.05","0","0","0","100","3","0.5","100","794","794","7"
"57","200","0.05","0","0","0","100","3","0.5","100","685","685","5"
"45","200","0.05","0","0","0","100","3","0.5","100","1880","1880","6"
"55","200","0.05","0","0","0","100","3","0.5","100","929","929","5"
"60","200","0.05","0","0","0","100","3","0.5","100","557","557","8"
"52","200","0.05","0","0","0","100","3","0.5","100","301","301","24"
"16","200","0.05","0","0","0","100","3","0.5","100","624","624","6"
"67","200","0.05","0","0","0","100","3","0.5","100","249","249","20"
"64","200","0.05","0","0","0","100","3","0.5","100","497","497","6"
"38","200","0.05","0","0","0","100","3","0.5","100","546","546","4"
"5","200","0.05","0","0","0","100","3","0.5","100","784","784","3"
"68","200","0.05","0","0","0","100","3","0.5","100","556","556","11"
"74","200","0.05","0","0","0","100","3","0.5","100","449","449","4"
"69","200","0.05","0","0","0","100","3","0.5","100","513","513","0"
"71","200","0.05","0","0","0","100","3","0.5","100","579","579","11"
"39","200","0.05","0","0","0","100","3","0.5","100","2873","2873","1"
"66","200","0.05","0","0","0","100","3","0.5","100","798","798","2"
"70","200","0.05","0","0","0","100","3","0.5","100","637","637","9"
"58","200","0.05","0","0","0","100","3","0.5","100","1234","1234","5"
"65","200","0.05","0","0","0","100","3","0.5","100","1078","1078","3"
"7","200","0.05","0","0","0","100","3","0.5","100","860","860","9"
"80","200","0.05","0","0","0","100","3","0.5","100","408","408","11"
"79","200","0.05","0","0","0","100","3","0.5","100","465","465","7"
"85","200","0.05","0","0","0","100","3","0.5","100","273","273","16"
"81","200","0.05","0","0","0","100","3","0.5","100","689","689","7"
"63","200","0.05","0","0","0","100","3","0.5","100","634","634","5"
"78","200","0.05","0","0","0","100","3","0.5","100","853","853","3"
"83","200","0.05","0","0","0","100","3","0.5","100","751","751","6"
"72","200","0.05","0","0","0","100","3","0.5","100","708","708","5"
"90","200","0.05","0","0","0","100","3","0.5","100","503","503","7"
"82","200","0.05","0","0","0","100","3","0.5","100","924","924","3"
"91","200","0.05","0","0","0","100","3","0.5","100","340","340","13"
"93","200","0.05","0","0","0","100","3","0.5","100","206","206","12"
"86","200","0.05","0","0","0","100","3","0.5","100","818","818","2"
"87","200","0.05","0","0","0","100","3","0.5","100","530","530","5"
"99","200","0.05","0","0","0","100","3","0.5","100","267","267","13"
"73","200","0.05","0","0","0","100","3","0.5","100","812","812","1"
"84","200","0.05","0","0","0","100","3","0.5","100","1264","1264","2"
"75","200","0.05","0","0","0","100","3","0.5","100","1668","1668","0"
