"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template"
"09/25/2025 01:22:25:109 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"8","250","0.05","0","0","0","100","6","0.5","100","486","486","8"
"4","250","0.05","0","0","0","100","6","0.5","100","835","835","6"
"9","250","0.05","0","0","0","100","6","0.5","100","913","913","7"
"3","250","0.05","0","0","0","100","6","0.5","100","757","757","3"
"6","250","0.05","0","0","0","100","6","0.5","100","761","761","6"
"7","250","0.05","0","0","0","100","6","0.5","100","769","769","9"
"16","250","0.05","0","0","0","100","6","0.5","100","380","380","9"
"15","250","0.05","0","0","0","100","6","0.5","100","1048","1048","2"
"12","250","0.05","0","0","0","100","6","0.5","100","927","927","4"
"11","250","0.05","0","0","0","100","6","0.5","100","1147","1147","3"
"1","250","0.05","0","0","0","100","6","0.5","100","788","788","9"
"2","250","0.05","0","0","0","100","6","0.5","100","1092","1092","0"
"5","250","0.05","0","0","0","100","6","0.5","100","984","984","3"
"10","250","0.05","0","0","0","100","6","0.5","100","989","989","0"
"22","250","0.05","0","0","0","100","6","0.5","100","355","355","13"
"14","250","0.05","0","0","0","100","6","0.5","100","1402","1402","2"
"18","250","0.05","0","0","0","100","6","0.5","100","494","494","7"
"24","250","0.05","0","0","0","100","6","0.5","100","469","469","3"
"21","250","0.05","0","0","0","100","6","0.5","100","706","706","4"
"27","250","0.05","0","0","0","100","6","0.5","100","614","614","7"
"23","250","0.05","0","0","0","100","6","0.5","100","834","834","3"
"20","250","0.05","0","0","0","100","6","0.5","100","815","815","8"
"33","250","0.05","0","0","0","100","6","0.5","100","323","323","19"
"19","250","0.05","0","0","0","100","6","0.5","100","918","918","3"
"32","250","0.05","0","0","0","100","6","0.5","100","581","581","6"
"25","250","0.05","0","0","0","100","6","0.5","100","1085","1085","3"
"31","250","0.05","0","0","0","100","6","0.5","100","565","565","3"
"28","250","0.05","0","0","0","100","6","0.5","100","924","924","5"
"13","250","0.05","0","0","0","100","6","0.5","100","1874","1874","2"
"26","250","0.05","0","0","0","100","6","0.5","100","936","936","7"
"29","250","0.05","0","0","0","100","6","0.5","100","1012","1012","9"
"35","250","0.05","0","0","0","100","6","0.5","100","546","546","12"
"17","250","0.05","0","0","0","100","6","0.5","100","1343","1343","3"
"34","250","0.05","0","0","0","100","6","0.5","100","743","743","8"
"36","250","0.05","0","0","0","100","6","0.5","100","596","596","12"
"30","250","0.05","0","0","0","100","6","0.5","100","1421","1421","4"
"40","250","0.05","0","0","0","100","6","0.5","100","548","548","3"
"44","250","0.05","0","0","0","100","6","0.5","100","369","369","9"
"38","250","0.05","0","0","0","100","6","0.5","100","931","931","9"
"47","250","0.05","0","0","0","100","6","0.5","100","349","349","15"
"37","250","0.05","0","0","0","100","6","0.5","100","993","993","3"
"43","250","0.05","0","0","0","100","6","0.5","100","804","804","2"
"46","250","0.05","0","0","0","100","6","0.5","100","685","685","14"
"41","250","0.05","0","0","0","100","6","0.5","100","1082","1082","5"
"54","250","0.05","0","0","0","100","6","0.5","100","453","453","16"
"48","250","0.05","0","0","0","100","6","0.5","100","917","917","6"
"49","250","0.05","0","0","0","100","6","0.5","100","964","964","5"
"55","250","0.05","0","0","0","100","6","0.5","100","702","702","7"
"51","250","0.05","0","0","0","100","6","0.5","100","1123","1123","1"
"42","250","0.05","0","0","0","100","6","0.5","100","1360","1360","3"
"58","250","0.05","0","0","0","100","6","0.5","100","468","468","8"
"53","250","0.05","0","0","0","100","6","0.5","100","975","975","2"
"60","250","0.05","0","0","0","100","6","0.5","100","529","529","6"
"39","250","0.05","0","0","0","100","6","0.5","100","1749","1749","2"
"63","250","0.05","0","0","0","100","6","0.5","100","384","384","13"
"59","250","0.05","0","0","0","100","6","0.5","100","560","560","9"
"52","250","0.05","0","0","0","100","6","0.5","100","1410","1410","2"
"56","250","0.05","0","0","0","100","6","0.5","100","1080","1080","5"
"62","250","0.05","0","0","0","100","6","0.5","100","657","657","11"
"50","250","0.05","0","0","0","100","6","0.5","100","1588","1588","5"
"45","250","0.05","0","0","0","100","6","0.5","100","1431","1431","3"
"57","250","0.05","0","0","0","100","6","0.5","100","1263","1263","5"
"67","250","0.05","0","0","0","100","6","0.5","100","520","520","5"
"69","250","0.05","0","0","0","100","6","0.5","100","502","502","5"
"71","250","0.05","0","0","0","100","6","0.5","100","616","616","12"
"68","250","0.05","0","0","0","100","6","0.5","100","726","726","7"
"74","250","0.05","0","0","0","100","6","0.5","100","502","502","8"
"72","250","0.05","0","0","0","100","6","0.5","100","645","645","3"
"66","250","0.05","0","0","0","100","6","0.5","100","1018","1018","2"
"64","250","0.05","0","0","0","100","6","0.5","100","1495","1495","4"
"73","250","0.05","0","0","0","100","6","0.5","100","724","724","8"
"79","250","0.05","0","0","0","100","6","0.5","100","375","375","6"
"77","250","0.05","0","0","0","100","6","0.5","100","595","595","6"
"76","250","0.05","0","0","0","100","6","0.5","100","809","809","1"
"78","250","0.05","0","0","0","100","6","0.5","100","614","614","6"
"80","250","0.05","0","0","0","100","6","0.5","100","694","694","10"
"85","250","0.05","0","0","0","100","6","0.5","100","700","700","3"
"82","250","0.05","0","0","0","100","6","0.5","100","837","837","1"
"75","250","0.05","0","0","0","100","6","0.5","100","1365","1365","2"
"86","250","0.05","0","0","0","100","6","0.5","100","845","845","3"
"81","250","0.05","0","0","0","100","6","0.5","100","1025","1025","1"
"89","250","0.05","0","0","0","100","6","0.5","100","508","508","4"
"88","250","0.05","0","0","0","100","6","0.5","100","809","809","4"
"91","250","0.05","0","0","0","100","6","0.5","100","607","607","7"
