"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"template"
"09/25/2025 01:21:21:077 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","ticks","neutral-count"
"14","250","0.05","0","0","0","100","5","0.5","100","438","438","11"
"9","250","0.05","0","0","0","100","5","0.5","100","495","495","8"
"6","250","0.05","0","0","0","100","5","0.5","100","571","571","5"
"12","250","0.05","0","0","0","100","5","0.5","100","731","731","16"
"7","250","0.05","0","0","0","100","5","0.5","100","684","684","6"
"11","250","0.05","0","0","0","100","5","0.5","100","802","802","8"
"4","250","0.05","0","0","0","100","5","0.5","100","801","801","12"
"13","250","0.05","0","0","0","100","5","0.5","100","781","781","3"
"19","250","0.05","0","0","0","100","5","0.5","100","317","317","8"
"3","250","0.05","0","0","0","100","5","0.5","100","947","947","1"
"16","250","0.05","0","0","0","100","5","0.5","100","798","798","4"
"22","250","0.05","0","0","0","100","5","0.5","100","461","461","4"
"21","250","0.05","0","0","0","100","5","0.5","100","492","492","11"
"10","250","0.05","0","0","0","100","5","0.5","100","1209","1209","4"
"17","250","0.05","0","0","0","100","5","0.5","100","759","759","5"
"25","250","0.05","0","0","0","100","5","0.5","100","359","359","18"
"23","250","0.05","0","0","0","100","5","0.5","100","638","638","4"
"15","250","0.05","0","0","0","100","5","0.5","100","1417","1417","0"
"29","250","0.05","0","0","0","100","5","0.5","100","431","431","9"
"5","250","0.05","0","0","0","100","5","0.5","100","1920","1920","4"
"31","250","0.05","0","0","0","100","5","0.5","100","358","358","8"
"28","250","0.05","0","0","0","100","5","0.5","100","655","655","9"
"8","250","0.05","0","0","0","100","5","0.5","100","1688","1688","2"
"26","250","0.05","0","0","0","100","5","0.5","100","796","796","6"
"32","250","0.05","0","0","0","100","5","0.5","100","460","460","6"
"18","250","0.05","0","0","0","100","5","0.5","100","1301","1301","1"
"34","250","0.05","0","0","0","100","5","0.5","100","349","349","10"
"20","250","0.05","0","0","0","100","5","0.5","100","1551","1551","2"
"27","250","0.05","0","0","0","100","5","0.5","100","950","950","5"
"35","250","0.05","0","0","0","100","5","0.5","100","478","478","6"
"30","250","0.05","0","0","0","100","5","0.5","100","853","853","8"
"1","250","0.05","0","0","0","100","5","0.5","100","1778","1778","1"
"36","250","0.05","0","0","0","100","5","0.5","100","763","763","5"
